Price,Close,High,Low,Open,Volume
Ticker,TITAN.NS,TITAN.NS,TITAN.NS,TITAN.NS,TITAN.NS
Date,,,,,
1996-03-13,5.209366798400879,5.245231596209255,5.11970480387994,5.074873592848413,46000
1996-03-14,5.285580158233643,5.323686563367857,5.1779857534578,5.209367347965214,16000
1996-03-15,5.245231628417969,5.334893623489484,5.245231628417969,5.28557963308568,60000
1996-03-18,5.155569553375244,5.155569553375244,5.02107634908312,5.02107634908312,66000
1996-03-19,5.146603107452393,5.200400730860242,5.110738310208566,5.155569520534404,50000
1996-03-20,5.146603107452393,5.146603107452393,5.146603107452393,5.146603107452393,0
1996-03-21,5.245231628417969,5.290062839724785,5.20040084465327,5.146603220068244,38000
1996-03-22,5.119705677032471,5.155570480957496,5.119705677032471,5.245232490770058,32000
1996-03-25,5.133153915405273,5.133153915405273,5.110738310242207,5.110738310242207,4000
1996-03-26,4.980729103088379,5.043492721988305,4.976246323378665,4.978487499462434,48000
1996-03-27,5.023317813873291,5.155569411234412,4.976245428817011,4.980728207720872,48000
1996-03-28,5.101773262023926,5.155570467773895,5.021077239627878,5.023318843310234,34000
1996-03-29,5.229542255401611,5.334895074828737,5.128672216290998,5.10177382422299,82000
1996-04-01,5.151087760925293,5.332653828958643,5.151087760925293,5.332653828958643,18000
1996-04-02,5.104014873504639,5.155570475651023,5.065908465930748,5.155570475651023,18000
1996-04-03,5.177984237670898,5.177984237670898,5.155568636352264,5.104013052598829,16000
1996-04-04,5.164535999298096,5.2004007969980455,5.164535999298096,5.177985191550048,22000
1996-04-05,5.164535999298096,5.164535999298096,5.164535999298096,5.164535999298096,0
1996-04-08,5.112979888916016,5.195917499357746,5.077115091844485,5.164535908805683,58000
1996-04-09,5.166778087615967,5.200401715497654,5.155570496683531,5.157812100378456,40000
1996-04-10,5.222817897796631,5.242991907373113,5.166779077315799,5.236267522542466,38000
1996-04-11,5.162293910980225,5.220574308652487,5.155569101715015,5.155569101715015,28000
1996-04-12,5.155569553375244,5.222815941750251,5.126429565757304,5.162294363229589,636000
1996-04-15,5.110739707946777,5.162295742184203,5.0771165047778295,5.155570930533524,84000
1996-04-16,5.1891937255859375,5.222816926110508,5.110739306000478,5.110739306000478,312000
1996-04-17,5.3035125732421875,5.323686577634492,5.211608965473765,5.2340245734143425,28000
1996-04-18,5.350584983825684,5.554566188168334,5.323686170843936,5.469386970011239,84000
1996-04-19,5.469387531280518,5.489561536201555,5.381967128317467,5.350585532903485,220000
1996-04-22,5.473870754241943,5.626296379620656,5.458179956489812,5.469387547015,310000
1996-04-23,5.525425434112549,5.559048627628191,5.381966247090021,5.473869842219091,112000
1996-04-24,5.615087985992432,5.715958004141193,5.536634002479111,5.603880396216856,112000
1996-04-25,5.529909610748291,5.671127219305751,5.525426403481787,5.615088411100982,74000
1996-04-26,5.422314167022705,5.559048542224616,5.337134955380109,5.52990855563663,18000
1996-04-29,5.379726409912109,5.455939234922577,5.314721177238729,5.422316030369075,26000
1996-04-30,5.272130012512207,5.346101205881089,5.245231202404394,5.3797243978592935,30000
1996-05-01,5.25644063949585,5.379725852601078,5.254199035752202,5.379725852601078,32000
1996-05-02,5.213850021362305,5.256439629221598,5.166777206877376,5.245231612657513,36000
1996-05-03,5.2541985511779785,5.290063352684272,5.166777723406998,5.213850542597858,44000
1996-05-06,5.155569553375244,5.200400763986655,5.1331539480695385,5.254197960195083,50000
1996-05-07,5.079357147216797,5.193676358386121,5.043492346952948,5.155569954663013,42000
1996-05-08,5.155569553375244,5.155569553375244,5.1017723571668165,5.110738342763833,24000
1996-05-09,5.088323593139648,5.110738772789292,5.065907985947859,5.15556998717287,14000
1996-05-10,4.931415557861328,4.933657161692694,4.908999947089879,5.0883244057192565,18000
1996-05-13,4.850719928741455,4.998662373432081,4.843995544236949,4.9314159631335235,48000
1996-05-14,4.902275085449219,4.908999468745864,4.841753070526373,4.850719057435958,52000
1996-05-15,4.933656215667725,5.007627417750032,4.933656215667725,4.902274623130422,18000
1996-05-16,5.077114582061768,5.155568978106585,5.05469897925724,4.933655408180088,36000
1996-05-17,5.021077632904053,5.043493243941124,4.9986620218669815,4.9986620218669815,40000
1996-05-20,4.868651866912842,4.9314154907097985,4.868651866912842,5.021077505032443,24000
1996-05-21,4.707259654998779,4.796921658156991,4.657945660147301,4.796921658156991,68000
1996-05-22,4.664670944213867,4.707260564269081,4.575008923736237,4.707260564269081,30000
1996-05-23,4.664670944213867,4.718468156500445,4.664670944213867,4.664670944213867,12000
1996-05-24,4.6960530281066895,4.7251930247814995,4.662429395926667,4.664670999908152,26000
1996-05-27,4.595181941986084,4.707259550327208,4.30378033131602,4.696051960509954,24000
1996-05-28,4.507762432098389,4.536902427887666,4.415858809361598,4.59518284700845,32000
1996-05-29,4.738640785217285,4.796921188448923,4.707259194070293,4.507761203135076,66000
1996-05-30,4.648980140686035,4.774506969263264,4.597424532391738,4.738642161098341,36000
1996-05-31,4.711742877960205,4.785714084258401,4.6915688737386825,4.64897926176634,34000
1996-06-03,4.754332065582275,4.931414896636268,4.572766455008835,4.711742881123497,2492000
1996-06-04,4.843994140625,4.88210054276361,4.774505718903805,4.754331716151475,78000
1996-06-05,4.736400127410889,4.770023756114285,4.707260133749105,4.720709328705143,42000
1996-06-06,4.931415557861328,4.931415557861328,4.841753542317747,4.884343160029278,68000
1996-06-07,4.908998489379883,4.908998489379883,4.843993707742061,4.84623531090779,28000
1996-06-10,4.971762657165527,4.976245864003555,4.808129455456708,4.819337045009643,106000
1996-06-11,4.924689292907715,4.976245310728608,4.823819715519892,4.823819715519892,92000
1996-06-12,5.045734405517578,5.110739201530678,4.864168784362568,4.864168784362568,76000
1996-06-13,5.155569553375244,5.17798515868095,4.956071563992895,5.155569553375244,122000
1996-06-14,5.565774917602539,5.6487125493715595,5.17798643233356,5.17798643233356,318000
1996-06-17,5.503011703491211,5.917699038198846,5.469388498524051,5.648712970919317,352000
1996-06-18,5.381966590881348,5.603880195310591,5.350584998601089,5.603880195310591,662000
1996-06-19,5.949079990386963,5.949079990386963,5.830277564951873,5.830277564951873,292000
1996-06-20,5.803380489349365,6.005120598225483,5.626298027443138,6.005120598225483,530000
1996-06-21,5.740615367889404,5.828035767589761,5.715958156674573,5.828035767589761,180000
1996-06-24,5.597157001495361,5.693543837095816,5.559050588061281,5.693543837095816,236000
1996-06-25,5.648712158203125,5.693542949195165,5.5747409469011835,5.637504139798476,214000
1996-06-26,5.684576988220215,5.693542975443083,5.155570488263187,5.155570488263187,434000
1996-06-27,5.8347625732421875,5.872868991084777,5.559051231184715,5.559051231184715,918000
1996-06-28,5.814587593078613,5.857176784860377,5.754065569966973,5.78320556579356,392000
1996-07-01,5.828035831451416,5.839243421648882,5.698025818466879,5.698025818466879,560000
1996-07-02,5.843726634979248,5.917697841971055,5.769755427987441,5.798895846599397,480000
1996-07-03,5.805620193481445,5.828035801302579,5.740615401096531,5.740615401096531,354000
1996-07-04,5.8885579109191895,5.917697902285988,5.698025882621921,5.738373891854538,694000
1996-07-05,5.904249668121338,5.917698864204314,5.801138024705896,5.801138024705896,426000
1996-07-08,5.980461120605469,5.984944327452612,5.834760318410404,5.834760318410404,250000
1996-07-09,6.058915615081787,6.094780415276738,5.908731603937126,5.9199391936697445,680000
1996-07-10,6.002877712249756,6.02305171882991,5.919940082137765,5.919940082137765,322000
1996-07-11,6.128403663635254,6.141852856936105,6.052190855693519,6.074606462889703,386000
1996-07-12,6.173234939575195,6.204616533437441,5.982702917821242,5.982702917821242,250000
1996-07-15,6.139610767364502,6.150818783846283,6.0768475852349795,6.097021587360072,198000
1996-07-16,6.188926696777344,6.222549899352732,6.00736063329426,6.164269482035691,560000
1996-07-17,6.175477504730225,6.188927128732868,6.110472698886434,6.112714302886874,252000
1996-07-18,6.341352462768555,6.4444636763702094,6.1866852148238465,6.1866852148238465,468000
1996-07-19,7.0070929527282715,7.0070929527282715,6.455670832213716,6.455670832213716,1044000
1996-07-22,7.235730171203613,7.4419534166294845,7.096754175317583,7.177450190697955,432000
1996-07-23,7.450921058654785,7.733356303953318,6.993644132852932,7.128136943931388,2672000
1996-07-24,6.679825782775879,6.859150225980186,6.679825782775879,6.859150225980186,22000
1996-07-25,6.092538356781006,6.253929945604237,6.05219035268967,6.2359975468461,250000
1996-07-26,5.917698383331299,5.928906402108209,5.603881125795207,5.917698383331299,594000
1996-07-29,5.917698383331299,6.186684848386348,5.8751087670634385,6.186684848386348,68000
1996-07-30,6.002877712249756,6.097022933776407,5.6576784241379645,5.693543229715526,152000
1996-07-31,6.211341857910156,6.253931475709122,5.760790175435933,5.8056209695286505,340000
1996-08-01,6.619304180145264,6.8591502108941595,6.366008527594655,6.455670535228517,328000
1996-08-02,6.303246021270752,6.612580088121946,6.233757583700765,6.610338484244634,378000
1996-08-05,6.119438171386719,6.466879066400161,6.097022988356738,6.466879066400161,118000
1996-08-06,6.110471248626709,6.247206067405207,6.018567644132286,6.186684056384349,160000
1996-08-07,6.097023010253906,6.222549831349907,6.052191788948513,6.097023010253906,46000
1996-08-08,6.0790910720825195,6.276347520316744,6.052192251734003,6.265139927904505,44000
1996-08-09,6.088056564331055,6.11943816256154,6.070124161407605,6.09253977194747,14000
1996-08-12,5.904249668121338,6.052192107660778,5.895283252371198,6.052192107660778,48000
1996-08-13,5.603881359100342,5.80562100251951,5.334894882846639,5.334894882846639,62000
1996-08-14,5.637503623962402,5.6913008247556744,5.603880426909376,5.603880426909376,32000
1996-08-15,5.637503623962402,5.637503623962402,5.637503623962402,5.637503623962402,0
1996-08-16,5.4828362464904785,5.626295872014504,5.426797443836035,5.606121868855534,34000
1996-08-19,5.110739707946777,5.323687373920486,5.110739707946777,5.323687373920486,32000
1996-08-20,5.231782913208008,5.278855304585501,5.110738888165043,5.155570103560694,90000
1996-08-21,5.245231628417969,5.377483231476747,5.20040084465327,5.377483231476747,42000
1996-08-22,5.3236870765686035,5.413349089191845,5.2452326551949415,5.267648265236303,116000
1996-08-23,5.269889831542969,5.37972584966864,5.2474742216609105,5.37972584966864,450000
1996-08-26,5.25644063949585,5.312479450460444,5.25644063949585,5.290063840566167,28000
1996-08-27,5.142121315002441,5.23402492901481,5.110739290736669,5.222816910511966,76000
1996-08-28,5.292304039001465,5.301270024053046,5.225057227175223,5.290062435853049,26000
1996-08-29,5.37748384475708,5.424556664751914,5.290063443035174,5.312479051244991,104000
1996-08-30,5.417832851409912,5.469388460503989,5.402142051037127,5.44697284816762,58000
1996-09-02,5.404383659362793,5.458180872487911,5.33489521831005,5.337136822299711,66000
1996-09-03,5.162293910980225,5.424555486734366,5.121945910473114,5.379724280050451,80000
1996-09-04,5.424556732177734,5.491803130100877,5.245232291812403,5.245232291812403,148000
1996-09-05,5.494044303894043,5.494044303894043,5.4267974836895805,5.469387093731527,46000
1996-09-06,5.379726409912109,5.440248434633759,5.379726409912109,5.440248434633759,30000
1996-09-09,5.3573102951049805,5.3909334965041555,5.29006389230663,5.3909334965041555,56000
1996-09-10,5.3483428955078125,5.413347677377936,5.290062495616821,5.290062495616821,120000
1996-09-11,5.305753231048584,5.321444025547481,5.29454564284711,5.29454564284711,42000
1996-09-12,5.350584983825684,5.379724972642293,5.200400977904401,5.200400977904401,66000
1996-09-13,5.3707594871521,5.379725902209373,5.294547096876292,5.294547096876292,38000
1996-09-16,5.200402736663818,5.290064764356172,5.200402736663818,5.200402736663818,76000
1996-09-17,5.209366798400879,5.213850005012454,5.110738390656789,5.200400812719843,38000
1996-09-18,5.2676472663879395,5.2676472663879395,5.133154059184504,5.133154059184504,40000
1996-09-19,5.274372100830078,5.34610169765975,5.211608489833054,5.245231684904198,48000
1996-09-20,5.258681774139404,5.267648189043135,5.245232579326002,5.245232579326002,56000
1996-09-23,5.216092586517334,5.222816970153639,5.06590855720173,5.1690197633522255,74000
1996-09-24,5.21160888671875,5.375242095390555,5.200401296688905,5.200401296688905,58000
1996-09-25,5.160053253173828,5.245232048426881,5.160053253173828,5.245232048426881,20000
1996-09-26,4.938139915466309,5.110739119194917,4.93141510459032,5.110739119194917,16000
1996-09-27,4.595181941986084,4.796921551491678,4.595181941986084,4.76329835449777,24000
1996-09-30,4.6153564453125,4.6153564453125,4.404650399110031,4.483104818950096,92000
1996-10-01,4.644496440887451,4.684844452685344,4.572766832154393,4.572766832154393,56000
1996-10-02,4.644496440887451,4.644496440887451,4.644496440887451,4.644496440887451,0
1996-10-03,4.5727667808532715,4.66242879076369,4.5727667808532715,4.66242879076369,34000
1996-10-04,4.4898295402526855,4.57276673832007,4.4831047292436335,4.494312320049869,82000
1996-10-07,4.326195240020752,4.47189646377333,4.191702460467787,4.43827284134297,42000
1996-10-08,4.595181941986084,4.628805138979992,4.169287115798242,4.236533509786058,176000
1996-10-09,4.462931156158447,4.527936386250887,4.460689552271581,4.527936386250887,14000
1996-10-10,4.707259654998779,4.718467245065248,4.483104433332171,4.483104433332171,78000
1996-10-11,4.718467712402344,4.774506523369317,4.664670505179112,4.752091341016286,52000
1996-10-14,4.613114833831787,4.707260051972933,4.550351212556959,4.550351212556959,110000
1996-10-15,4.799164772033691,4.819338782536063,4.5279370736787055,4.5279370736787055,80000
1996-10-16,4.796921730041504,4.931414950565355,4.754332117574816,4.931414950565355,50000
1996-10-17,4.736400127410889,4.796922146026362,4.711743341248518,4.752091353658833,24000
1996-10-18,4.77002477645874,4.790198786979272,4.662429911168475,4.790198786979272,24000
1996-10-21,4.77002477645874,4.77002477645874,4.77002477645874,4.77002477645874,0
1996-10-22,4.929172992706299,5.099531002785735,4.6960517977580025,4.6960517977580025,50000
1996-10-23,5.166778087615967,5.177986106090592,5.065908486597472,5.155570496683531,40000
1996-10-24,4.931415557861328,5.200402032034287,4.931415557861328,5.200402032034287,52000
1996-10-25,4.778989315032959,5.06590815613401,4.778989315032959,4.796921715880389,38000
1996-10-28,4.864168167114258,4.976245770710972,4.812612144527752,4.971762563956993,44000
1996-10-29,4.709500789642334,4.908998780250094,4.619838795410875,4.796921180575242,52000
1996-10-30,4.709500789642334,4.709500789642334,4.709500789642334,4.709500789642334,0
1996-10-31,4.700536251068115,4.707261063645688,4.595183419273171,4.619840637848656,96000
1996-11-01,4.673636436462402,4.727433638117965,4.673636436462402,4.70725963405436,32000
1996-11-04,4.65122127532959,4.66242886642194,4.527936063144961,4.66242886642194,28000
1996-11-05,4.628805637359619,4.729675666744081,4.575008430868637,4.729675666744081,42000
1996-11-06,4.617598533630371,4.617598533630371,4.527936513350043,4.527936513350043,14000
1996-11-07,4.655704498291016,4.657946102025392,4.617598089891025,4.617598089891025,16000
1996-11-08,4.6669135093688965,4.745367953773687,4.651222705996404,4.662430300536092,30000
1996-11-11,4.716226577758789,4.749849779126811,4.579491740981002,4.696052571429535,20000
1996-11-12,4.716226577758789,4.716226577758789,4.716226577758789,4.716226577758789,0
1996-11-13,4.707259654998779,4.7520908703489635,4.595182044165475,4.7520908703489635,18000
1996-11-14,4.731917858123779,4.752091866506122,4.684845029384229,4.752091866506122,28000
1996-11-15,4.796921730041504,4.8395113425081915,4.684844117528655,4.687085721083971,94000
1996-11-18,4.626563549041748,4.662428349612448,4.483104346758949,4.662428349612448,102000
1996-11-19,4.303781032562256,4.543627085085373,4.303781032562256,4.393443048336008,98000
1996-11-20,4.003413677215576,4.079626511180253,4.003413677215576,4.079626511180253,16000
1996-11-21,3.7232189178466797,3.810639330377115,3.7232189178466797,3.810639330377115,22000
1996-11-22,3.5887250900268555,3.7209767027964897,3.519236878415818,3.698561095497168,130000
1996-11-25,3.5371692180633545,3.5640678180984247,3.4519902110667626,3.496821424896284,28000
1996-11-26,3.4609568119049072,3.539411231421601,3.4519906108548075,3.5371696277163025,52000
1996-11-27,3.295081853866577,3.3174974624812754,3.295081853866577,3.3018064509425518,12000
1996-11-28,3.268183708190918,3.295082314022274,3.232318900415777,3.295082314022274,22000
1996-11-29,3.3062901496887207,3.3174979556622284,3.2771499396660486,3.2950823437152135,22000
1996-12-02,3.3264636993408203,3.3623285024974185,3.2950818896932526,3.317497498551671,40000
1996-12-03,3.2435264587402344,3.272666666276316,3.1830044399104263,3.218869244948342,34000
1996-12-04,3.135931968688965,3.180762976971112,3.0731685570939584,3.1381735725458495,42000
1996-12-05,3.263700246810913,3.3152558471632148,3.1830042270997128,3.1830042270997128,24000
1996-12-06,3.2905991077423096,3.3174977118391142,3.2547343022799033,3.2726667050111065,34000
1996-12-09,3.3287055492401123,3.3623287512441116,3.2950821334650082,3.3623287512441116,22000
1996-12-10,3.3735365867614746,3.494580414341123,3.297323766846306,3.328705579096995,48000
1996-12-11,3.6066575050354004,3.6066575050354004,3.3623282823169935,3.3623282823169935,68000
1996-12-12,3.4856135845184326,3.5752755836856123,3.451990174502439,3.5752755836856123,44000
1996-12-13,3.463197946548462,3.469922542982472,3.463197946548462,3.469922542982472,6000
1996-12-16,3.5707929134368896,3.575275906915008,3.4968217039936964,3.575275906915008,24000
1996-12-17,3.7209770679473877,3.810639078401334,3.5192372237693657,3.5192372237693657,626000
1996-12-18,3.732184410095215,3.81063882434006,3.7030444189688128,3.8061556172307176,42000
1996-12-19,3.763566493988037,3.763566493988037,3.5192370468023286,3.5192370468023286,26000
1996-12-20,3.8868515491485596,3.9003007426372593,3.6470055321463453,3.6470055321463453,50000
1996-12-23,3.8509864807128906,3.8509864807128906,3.777015280348858,3.788222869554087,12000
1996-12-24,3.6761457920074463,3.765807801072568,3.635797781042596,3.765807801072568,26000
1996-12-25,3.6761457920074463,3.6761457920074463,3.6761457920074463,3.6761457920074463,0
1996-12-26,3.7882230281829834,3.922716241988148,3.451990207441142,3.451990207441142,186000
1996-12-27,3.7882230281829834,3.7882230281829834,3.7882230281829834,3.7882230281829834,0
1996-12-30,3.7882230281829834,3.7882230281829834,3.7882230281829834,3.7882230281829834,0
1996-12-31,3.98323917388916,4.039277990311207,3.7030450917789306,3.7030450917789306,246000
1997-01-01,4.146871566772461,4.146871566772461,4.012378349368707,4.0347939568596916,42000
1997-01-02,4.178253173828125,4.263432397052365,4.1244559722064675,4.146871579767696,104000
1997-01-03,4.048243045806885,4.241016666692688,4.0370354561218615,4.241016666692688,42000
1997-01-06,4.09083366394043,4.1670464896911925,4.034794846626177,4.164804885693553,12000
1997-01-07,3.8935766220092773,4.034794232011106,3.8599529947087734,4.034794232011106,50000
1997-01-08,4.06617546081543,4.06617546081543,3.9899626535583743,4.032552264094292,32000
1997-01-09,3.965306282043457,4.169287514528708,3.9137502523439403,4.077383901103142,146000
1997-01-10,4.034794807434082,4.102041216541087,3.963065190375346,4.097558436131598,106000
1997-01-13,3.947373867034912,4.079625491291134,3.947373867034912,4.0347942727987185,14000
1997-01-14,4.043760299682617,4.068417082700681,3.945131884983929,3.9675474920802873,100000
1997-01-15,4.052727222442627,4.167046460261391,4.034794818130404,4.090833635048882,254000
1997-01-16,3.902543067932129,4.095316729607018,3.8106394449341545,4.090833521767548,146000
1997-01-17,3.6739039421081543,3.833054371631684,3.6313147578704696,3.833054371631684,108000
1997-01-20,3.4519903659820557,3.696319594479236,3.4519903659820557,3.631314801805559,82000
1997-01-21,3.3085319995880127,3.4631990494525096,3.2614593820168816,3.384744829348047,84000
1997-01-22,3.413884162902832,3.4519905703615255,3.3623285609123013,3.4497491804536144,60000
1997-01-23,3.413884162902832,3.413884162902832,3.413884162902832,3.413884162902832,0
1997-01-24,3.299565076828003,3.4362996914704778,3.283874065214475,3.407159485640884,480000
1997-01-27,3.3085319995880127,3.3488798048124573,3.2838747818590988,3.3174982022791264,146000
1997-01-28,3.3062901496887207,3.3399133538381247,3.2726669455393167,3.3174979556622284,250000
1997-01-29,3.382502555847168,3.4900969668479793,3.3623285503417426,3.3623285503417426,102000
1997-01-30,3.351120948791504,3.3802611569792167,3.3174977467593534,3.3623287540592557,28000
1997-01-31,3.2614588737487793,3.3197392890441244,3.2614588737487793,3.3174976852778952,34000
1997-02-03,3.216627597808838,3.227835188158872,3.183004185445487,3.207661397266161,96000
1997-02-04,3.200936794281006,3.3511208234465406,3.1830043920317865,3.1830043920317865,70000
1997-02-05,3.299565076828003,3.3130142710440693,3.218869056447254,3.218869056447254,38000
1997-02-06,3.250251054763794,3.3040482622961997,3.2278354447397417,3.3040482622961997,144000
1997-02-07,3.183004379272461,3.3399130052096977,3.183004379272461,3.3399130052096977,586000
1997-02-10,3.2278356552124023,3.2524928706008667,3.194212451755006,3.2524928706008667,22000
1997-02-11,3.2188689708709717,3.268183180484694,3.2166275810752754,3.2166275810752754,54000
1997-02-12,3.2726669311523438,3.2950823292297,3.2278357074553963,3.2278357074553963,26000
1997-02-13,3.2076618671417236,3.2390434667524968,3.200937055421317,3.2300772648964027,30000
1997-02-14,3.2278356552124023,3.2278356552124023,3.207661861400633,3.21662806324068,10000
1997-02-17,3.183004379272461,3.2614587991266273,3.183004379272461,3.2502509943230184,48000
1997-02-18,3.111274480819702,3.20541969036881,3.048511079043989,3.183004082849089,64000
1997-02-19,3.216627597808838,3.216627597808838,3.115757574489868,3.115757574489868,44000
1997-02-20,3.1897292137145996,3.227835624616373,3.1628306084494264,3.1628306084494264,26000
1997-02-21,3.165071964263916,3.1830043663685537,3.1561057632115967,3.165071964263916,204000
1997-02-24,3.1404147148132324,3.160588719017728,3.115757503553925,3.144897708096966,250000
1997-02-25,3.1404147148132324,3.160588719017728,3.115757503553925,3.135931507758421,294000
1997-02-26,3.135931968688965,3.147139774202279,3.1067917598627917,3.147139774202279,438000
1997-02-27,3.0933425426483154,3.142656758299639,3.0933425426483154,3.140415154458418,40000
1997-02-28,3.3242223262786865,3.3287055338697744,3.2726667216077994,3.2838743130433112,154000
1997-03-03,3.445265293121338,3.5999322823381954,3.2726659055538603,3.4744054938838573,676000
1997-03-04,3.2233526706695557,3.454232529058952,3.205420266936658,3.451990925149561,248000
1997-03-05,3.1807632446289062,3.4071601227186905,3.151623247121744,3.4071601227186905,854000
1997-03-06,3.0238542556762695,3.1807628871167806,2.9812648524541276,3.1807628871167806,386000
1997-03-07,3.0238542556762695,3.0238542556762695,3.0238542556762695,3.0238542556762695,0
1997-03-10,2.9095351696014404,2.963332594419627,2.880395173945945,2.963332594419627,202000
1997-03-11,2.7212440967559814,3.003679475059835,2.712277897663336,3.003679475059835,228000
1997-03-12,2.7077951431274414,2.9095347632652175,2.689862741949465,2.9028101662662475,464000
1997-03-13,2.6898632049560547,2.8019408384958906,2.6719308006913707,2.8019408384958906,598000
1997-03-14,2.6921045780181885,2.8019405981610364,2.6719305715080526,2.7212447858915954,352000
1997-03-17,2.647273540496826,2.7526263518505285,2.6226163267054954,2.750384961864035,360000
1997-03-18,2.618133544921875,2.676413750939895,2.5733023212249275,2.645032150877373,316000
1997-03-19,2.649514675140381,2.7122782916776558,2.6226160739548683,2.7122782916776558,146000
1997-03-20,2.6943459510803223,2.710036748679641,2.613649931949917,2.6450317409196393,120000
1997-03-21,2.8848774433135986,2.8848774433135986,2.714519437353202,2.714519437353202,222000
1997-03-24,2.8848774433135986,2.8848774433135986,2.8848774433135986,2.8848774433135986,0
1997-03-25,2.7884910106658936,2.970056843859207,2.734693805931241,2.9431582414918807,344000
1997-03-26,2.813148021697998,2.864703619100398,2.7862494212570406,2.813148021697998,128000
